ticker,date,open,high,low,close,volume,ex-dividend,split_ratio,adj_open,adj_high,adj_low,adj_close,adj_volume
A,1/27/00,69.88,70.5,67.25,68.44,621300,0,1,45.10584363,45.50603858,43.40824247,44.17635859,621300
A,1/28/00,69.5,69.5,67.44,68.06,1151100,0,1,44.86660692,44.86660692,43.53674778,43.93699664,1151100
A,1/31/00,67.56,67.63,64.75,66.19,744200,0,1,43.61045137,43.65563686,41.79657677,42.72610682,744200
A,2/1/00,66.25,72,66.25,71,1004500,0,1,42.76462882,46.47627585,42.76462882,45.83077202,1004500
A,2/2/00,71.88,76.5,71.56,76.5,1391400,0,1,46.39685887,49.37896082,46.19030635,49.37896082,1391400
A,2/3/00,75.19,77.75,73.81,77.75,1272900,0,1,48.53605636,50.18856739,47.64524963,50.18856739,1272900
A,2/4/00,77.75,77.75,75,76.25,819500,0,1,50.18524356,50.18524356,48.41020279,49.2170395,819500
A,2/7/00,77.69,80,76.25,79.5,911500,0,1,50.14667329,51.63771223,49.21719447,51.31497653,911500
A,2/8/00,80.75,82.19,78.25,79,836700,0,1,52.12788035,53.05746731,50.51401408,50.99817396,836700
A,2/9/00,77.63,78.69,75.69,75.75,846100,0,1,50.11386657,50.79814712,48.86150407,48.90023693,846100
A,2/10/00,77,78.81,75.31,76.69,763100,0,1,49.70579609,50.87420506,48.6148507,49.50568185,763100
A,2/11/00,76.5,76.81,74.81,75.38,537700,0,1,49.37673617,49.5768249,48.28592984,48.65383493,537700
A,2/14/00,75.25,76.94,74.81,76.44,599200,0,1,48.57558844,49.66652192,48.29155842,49.34376053,599200
A,2/15/00,76.56,83,76.56,81.88,1443200,0,1,49.4158979,53.57261659,49.4158979,52.84970899,1443200
A,2/16/00,80,81.88,79.38,81,1288800,0,1,51.64099202,52.85455533,51.24077433,52.28650442,1288800
A,2/17/00,81,97,77.63,97,675900,0,1,52.28614153,62.61426825,50.11077984,62.61426825,675900
A,2/18/00,88.5,95.88,88.06,93.75,2904200,0,1,57.12741667,61.89126227,56.84339336,60.51633122,2904200
A,2/22/00,96,97.38,90,91.5,1593700,0,1,61.9709686,62.86180128,58.09778306,59.06607945,1593700
A,2/23/00,91.63,100,91.63,99,1208900,0,1,59.14540525,64.5480795,59.14540525,63.90259871,1208900
A,2/24/00,101.4,115.4,100.5,106.8,2114700,0,1,65.45460651,74.49173167,64.87364846,68.94035479,2114700
A,2/25/00,103.4,113.9,103.3,108.1,1465100,0,1,66.74820648,73.52631255,66.68365308,69.78221586,1465100
A,2/28/00,108.1,109.2,98.25,101,1198400,0,1,69.7811928,70.49126969,63.42277699,65.19796922,1198400
A,2/29/00,101.4,105.2,101.3,103.9,685300,0,1,65.44878447,67.90150026,65.38423932,67.06241328,685300
A,3/1/00,104.5,111.8,104.3,109.1,742400,0,1,67.46035404,72.17289552,67.33124331,70.42990072,742400
A,3/2/00,109.9,110,102.5,105.3,850000,0,1,70.94107802,71.0056286,66.16433574,67.97175174,850000
A,3/3/00,104.9,111.8,104.9,108,869700,0,1,67.71653011,72.1707156,67.71653011,69.71768591,869700
A,3/6/00,113,162,112.5,159,4072600,0,1,72.94327184,104.5735402,72.620514,102.6369931,4072600
A,3/7/00,156,161,131,142,5515600,0,1,100.6985977,103.9261168,84.56100189,91.66154403,5515600
A,3/8/00,146,152,140,152,2828300,0,1,94.24422605,98.11727643,90.37117566,98.11727643,2828300
A,3/9/00,147,154,145,153,1798700,0,1,94.89182594,99.41048432,93.60078069,98.76496169,1798700
A,3/10/00,153,154.9,140,142,1773500,0,1,98.76208618,99.98854345,90.37053637,91.66154403,1773500
A,3/13/00,130.1,138.9,129.5,131.3,1878900,0,1,83.9777387,89.65801618,83.59044705,84.75232199,1878900
A,3/14/00,133,136,118.9,130,2520000,0,1,85.84931508,87.78576579,76.74799671,83.91286436,2520000
A,3/15/00,128.1,128.1,113.3,114.3,2179000,0,1,82.69220929,82.69220929,73.13838652,73.78391508,2179000
A,3/16/00,116,123,112,118.1,1981100,0,1,74.87887309,79.39742578,72.29684299,76.2344389,1981100
A,3/17/00,119.3,127,118.1,121.1,1118600,0,1,77.01200583,81.9826047,76.23736705,78.17396401,1118600
A,3/20/00,120.4,121.5,113,113.8,1016200,0,1,77.72049795,78.43056894,72.94365671,73.46007198,1016200
A,3/21/00,110.8,115,105.8,115,1808500,0,1,71.5193406,74.23036254,68.29193354,74.23036254,1808500
A,3/22/00,113.6,120.9,109.1,119.4,1407700,0,1,73.32608535,78.03806091,70.42144289,77.06984675,1407700
A,3/23/00,119.3,123.8,117,119.7,1396200,0,1,77.00584963,79.91051286,75.52124398,77.26404192,1396200
A,3/24/00,118.75,121,116.25,120,880200,0,1,76.65485555,78.10726334,75.04106912,77.46174877,880200
A,3/27/00,118.2,119.5,113.2,114.3,605700,0,1,76.30147649,77.14066363,73.07383366,73.78391508,605700
A,3/28/00,114,121.9,113.5,119.1,996100,0,1,73.5933012,78.69318786,73.27052356,76.88563309,996100
A,3/29/00,119,121,110,112,894400,0,1,76.8127435,78.10371398,71.00337635,72.29434683,894400
A,3/30/00,108.2,112.5,99.13,105,1455100,0,1,69.84739729,72.62321807,63.99235206,67.7816702,1455100
A,3/31/00,106,106,90,104,2670200,0,1,68.42502311,68.42502311,58.09671773,67.13398494,2670200
A,4/3/00,103,103.3,91.75,98,1452700,0,1,66.4896042,66.68326324,59.22739015,63.26195351,1452700
A,4/4/00,98,102.4,82,93.5,2517800,0,1,63.2591676,66.09937513,52.93114024,60.35440991,2517800
A,4/5/00,92.75,99.88,90.13,96.94,1508700,0,1,59.86750143,64.46971475,58.17636554,62.57202791,1508700
A,4/6/00,98.38,105,97.06,105,983600,0,1,63.50819727,67.7816702,62.65608485,67.7816702,983600
A,4/7/00,107.5,125,107.1,122,2128200,0,1,69.39043866,80.68655659,69.13224168,78.75007923,2128200
A,4/10/00,122,122,105.4,107.9,2114500,0,1,78.75268705,78.75268705,68.0371575,69.65094207,2114500
A,4/11/00,101,104.9,99.56,100.9,1356300,0,1,65.19445826,67.71186804,64.26495311,65.12990929,1356300
A,4/12/00,98,99.25,83,86,3112700,0,1,63.25655067,64.06339443,53.57442557,55.51085059,3112700
A,4/13/00,88,97,87,90,2672800,0,1,56.80356153,62.61301668,56.15806651,58.09455156,2672800
A,4/14/00,87.75,89.44,81,82.69,2047700,0,1,56.64402394,57.73494589,52.28679133,53.37771328,2047700
A,4/17/00,80.06,82.63,73.06,79.5,1972500,0,1,51.67644052,53.33530202,47.1581407,51.31497653,1972500
A,4/18/00,78,88,75.13,87,2688300,0,1,50.34903214,56.80403626,48.49644596,56.15853585,2688300
A,4/19/00,87,89.94,84,87.25,1733900,0,1,56.15908049,58.05687011,54.22256048,56.32045716,1733900
A,4/20/00,87.88,91.75,87.38,89.94,1039400,0,1,56.72267189,59.22058655,56.3999439,58.05231122,1039400
A,4/24/00,87.13,92.38,85.06,91.63,1215000,0,1,56.24508737,59.63412339,54.90883888,59.14997538,1215000
A,4/25/00,94.63,95.56,90,90,803500,0,1,61.08319349,61.68350386,58.09455156,58.09455156,803500
A,4/26/00,95.13,95.19,91.63,91.88,698500,0,1,61.40320679,61.44193476,59.14407482,59.30544139,698500
A,4/27/00,89.13,93.25,89,90.75,1631800,0,1,57.53458425,60.1940983,57.45066755,58.58031551,1631800
A,4/28/00,90,90.06,86.94,88.63,1272800,0,1,58.09834566,58.13707789,56.12300191,57.21395973,1272800
